x1,x2,y
-0.7310846688577193,-0.9218712780988396,-0.3004774578973878
-0.6825646325176963,0.5324021429823691,0.8506108400181321
4.160564991742511,3.8798500243712515,0.71135172083604
4.181038744357871,5.107175450949064,1.7644027271709373
1.0923034181843676,2.0060384736048706,0.7635988005585457
-2.0218885101766264,-1.9068748393985893,0.5944202961082397
1.8334670603153171,0.5554970498756054,0.2502036025946105
3.7973060922925383,4.1456518172864865,1.1884930566482634
-0.8199556858765181,0.9429656799967402,-0.7042240862457293
-0.4402524449570926,2.424600831044593,1.6659687073995697
0.2303980276529716,2.128644210918394,0.5780506353290371
3.882480477705904,4.0392407046547305,0.4728233732168313
1.7600782754750484,-0.7105963214192791,-0.08967483677709147
4.732107779266845,4.226002169130888,1.0653013877593365
5.812177091595018,3.4825101775380247,-0.2650190060910714
0.9126235784992164,-0.6603396255079317,0.38895243878885866
2.134668837655749,-2.8786713391519188,1.0842057946377008
0.08529821661004403,-1.8019202154157383,0.0354410922161119
-0.3110976200001836,0.869013380818877,0.11282560642967665
4.651202481871406,5.130642306930142,-0.18104169010557405
1.9421276873700333,-0.6334767404108181,0.6214192783889229
-5.289275061242453,0.83112868697081,1.4642877017196223
-0.9576110235974508,0.41102988697565146,-0.14144974122547244
1.840124231915777,-0.9812242693258252,1.3450322141505855
3.841292078352805,4.891212823613205,1.4626146613206008
1.4171954356961736,-1.3273496743761075,0.01348039087142326
-0.5095139349227478,-3.630955956962244,1.368367274015179
-1.215405916256218,1.0856708143673846,0.029601041873631717
-1.4884747834691363,1.7840166421199246,1.0467861530863538
-0.13999425108832395,1.2454446791225366,-0.06825227086599127
1.6271569685106575,0.6825215773690989,0.18569638807953628
4.1843123758223255,3.1086768553671966,0.9525599212523204
5.1325816689852735,4.435872972051438,0.1052916239572044
1.09726955123411,-2.9311539963871787,1.2532238273047085
1.4792594481566832,1.1458482166058883,0.6095374702515796
0.9836846484374296,0.7341667176980012,0.015657934554159543
-0.3387292595263692,-1.5758290718926835,-0.2863496511566172
2.103722075931355,-1.3111950361022766,0.8849209725681235
2.71889629862911,-0.6371040614256221,0.6996509059657952
2.719791016639304,3.060411476745572,0.571750141398149
-1.7139381790687305,-0.2135038364926712,-0.4505265215920829
-0.27754055785684617,1.2510258714324585,0.37972353928380814
4.0503170861471345,4.650323214252347,1.1712946338915782
-0.9846357764832224,-1.5263838207297484,0.17622778276865034
-0.14906300751607846,-0.6520462189907543,-0.226037904620436
-0.5075719008713779,-0.8460517598885707,-0.030346960446968867
-2.1549133643072103,-1.6257090485506704,0.8133840341688574
2.067300118593133,-0.2344828580414873,0.9411559363982426
-0.3716232927328549,-1.2469930838671837,0.2633983607529901
-2.5007543642708927,-0.3686655312959131,1.4112307288062276
3.98071958014874,4.261742704635791,0.7063876899476909
2.4040411577137357,0.3917894715120732,1.0797798390924698
1.5244030830425719,2.5277235585865774,1.3970929496158682
-0.3540306469098577,0.4782029293367388,0.06745150777752358
-0.6703914199244219,-3.5902782113141463,1.7273069927103908
3.064750254289143,-0.9078190814433996,0.7388360818849871
-3.6984775163815873,0.2525896808095617,1.3795552217625329
-1.0949884024529195,0.9471075213970688,-0.5148167429080112
3.2306163755708392,3.7456892842785408,0.7723263959197141
2.28441563047894,2.100705072761307,0.6628945506844541
-2.0004217357266407,-3.4626175376892867,0.7608365377933958
3.835624080964892,1.2359991033470439,1.2501917228616044
